martial,housing,loan,duration,poutcome,y
single,yes,no,416,failure,no
married,yes,no,86,unknown,no
single,yes,yes,71,success,no
married,yes,no,599,unknown,no
married,yes,no,41,other,no
married,yes,no,582,unknown,no
married,yes,no,210,unknown,no
single,yes,no,287,unknown,no
married,yes,no,294,failure,no
married,yes,no,236,unknown,no
married,no,no,282,failure,no
single,yes,no,416,unknown,no
married,yes,no,612,failure,no
married,no,no,177,unknown,no
divorced,yes,no,799,unknown,no
single,yes,no,678,unknown,yes
married,yes,no,150,unknown,no
single,yes,no,199,failure,no
single,yes,no,135,unknown,no
divorced,yes,yes,709,unknown,yes
married,yes,no,198,failure,no
single,yes,no,156,failure,no
single,yes,no,462,unknown,no
married,yes,yes,77,failure,no
married,yes,no,203,unknown,no
married,no,no,486,unknown,no
single,yes,no,341,unknown,no
married,yes,no,267,failure,no
married,yes,no,246,failure,no
married,yes,no,1017,other,yes
married,yes,yes,313,failure,no
single,yes,no,115,unknown,no
married,yes,no,135,failure,no
married,yes,no,377,unknown,no
married,yes,no,351,failure,no
married,yes,yes,126,other,no
married,yes,no,456,failure,no
married,yes,no,76,failure,no
married,yes,no,39,other,no
married,yes,no,306,unknown,no
married,yes,no,239,failure,no
single,yes,yes,406,failure,no
married,yes,no,292,unknown,no
married,yes,no,873,unknown,no
single,yes,yes,514,unknown,no
single,yes,no,385,unknown,no
married,yes,yes,468,unknown,no
divorced,yes,no,1095,success,yes
single,yes,no,122,failure,no
single,yes,no,172,unknown,no
married,yes,no,185,other,no
married,no,no,452,unknown,yes
divorced,yes,no,196,unknown,no
single,yes,no,88,unknown,no
single,yes,no,31,failure,no
married,yes,yes,268,failure,no
married,yes,no,279,unknown,no
single,yes,no,143,unknown,no
married,yes,no,728,other,no
single,yes,no,283,other,no
married,yes,yes,357,unknown,no
married,yes,yes,250,failure,no
single,yes,no,151,unknown,no
married,yes,no,400,unknown,no
married,yes,no,231,failure,no
married,yes,no,952,failure,yes
single,yes,no,365,failure,no
single,yes,no,388,unknown,no
single,yes,no,664,failure,no
divorced,yes,no,73,unknown,no
single,yes,no,508,success,no
single,yes,no,494,unknown,no
married,yes,no,421,failure,no
married,yes,no,251,failure,no
divorced,yes,no,54,unknown,no
single,yes,no,832,unknown,no
divorced,yes,no,101,failure,no
single,yes,no,303,unknown,no
married,yes,yes,79,other,no
single,yes,no,113,failure,no
single,no,no,268,failure,no
married,yes,no,172,unknown,no
single,yes,no,314,unknown,no
single,yes,no,517,unknown,no
single,yes,no,237,unknown,no
married,yes,no,981,unknown,no
single,yes,no,531,other,no
married,yes,no,58,other,no
married,yes,no,106,unknown,no
married,yes,no,351,unknown,no
married,yes,no,69,failure,no
married,yes,no,141,failure,no
married,yes,no,97,unknown,no
married,yes,no,112,unknown,no
single,yes,no,72,other,no
married,yes,no,516,unknown,no
married,yes,no,306,unknown,no
single,yes,no,396,unknown,no
married,no,no,351,unknown,no
married,yes,yes,224,unknown,no
married,yes,no,28,failure,no
married,yes,no,47,failure,no
married,yes,no,204,unknown,no
married,yes,no,203,unknown,no
married,yes,no,264,failure,no
married,yes,no,57,unknown,no
divorced,yes,no,183,failure,no
divorced,yes,yes,139,failure,no
married,yes,no,139,failure,no
married,yes,no,132,failure,no
single,yes,yes,515,other,no
married,yes,no,380,unknown,no
married,yes,no,289,unknown,no
married,yes,no,83,unknown,no
married,yes,no,38,failure,no
married,yes,yes,291,failure,no
married,no,no,840,unknown,yes
married,yes,no,921,failure,no
divorced,yes,no,306,unknown,no
married,yes,yes,299,unknown,no
married,yes,no,519,failure,no
single,yes,no,97,unknown,no
single,yes,no,84,other,no
married,yes,no,307,unknown,no
married,yes,yes,1311,unknown,yes
single,yes,yes,219,failure,no
married,yes,no,273,other,no
married,yes,no,193,other,no
married,yes,yes,248,unknown,no
divorced,yes,yes,386,unknown,no
married,no,no,332,failure,no
married,yes,yes,158,unknown,no
married,yes,no,499,unknown,no
single,yes,no,158,unknown,no
married,yes,yes,71,failure,no
married,yes,no,286,unknown,no
married,yes,no,362,failure,no
divorced,yes,no,181,failure,no
single,yes,no,89,failure,no
married,yes,no,334,unknown,no
single,yes,no,183,unknown,no
single,yes,no,997,failure,yes
married,yes,no,42,unknown,no
married,no,no,144,failure,no
married,yes,no,74,failure,no
single,yes,no,234,failure,no
married,yes,yes,245,failure,no
single,yes,no,218,failure,no
married,yes,yes,759,unknown,no
married,yes,no,574,failure,yes
single,yes,yes,754,unknown,no
married,no,no,1161,unknown,no
married,yes,no,609,failure,no
married,yes,no,146,failure,no
married,yes,no,235,unknown,no
single,yes,no,518,other,no
married,yes,yes,239,failure,no
married,yes,no,132,unknown,no
married,yes,no,218,failure,no
married,yes,no,245,unknown,no
single,yes,no,997,unknown,yes
married,no,no,82,unknown,no
married,yes,yes,707,failure,no
married,yes,no,68,other,no
married,yes,no,461,unknown,no
single,yes,no,140,unknown,no
married,yes,yes,212,unknown,no
married,yes,yes,51,other,no
married,yes,yes,71,failure,no
married,yes,no,53,unknown,no
single,yes,no,193,unknown,no
divorced,yes,no,198,unknown,no
single,yes,no,645,failure,no
single,yes,no,108,unknown,no
married,yes,no,137,unknown,no
married,yes,yes,882,unknown,yes
married,yes,no,576,failure,no
married,yes,yes,319,unknown,no
married,yes,no,191,unknown,no
married,yes,yes,777,unknown,no
married,yes,no,218,unknown,no
married,yes,yes,161,failure,no
married,yes,no,113,failure,no
divorced,yes,no,329,unknown,no
single,yes,no,155,unknown,no
single,yes,no,106,unknown,no
married,yes,no,76,unknown,no
divorced,yes,yes,66,unknown,no
married,yes,no,382,unknown,no
married,yes,no,1007,unknown,yes
single,yes,no,875,unknown,yes
married,no,no,464,unknown,no
married,no,yes,82,unknown,no
married,yes,no,343,other,no
married,yes,no,75,unknown,no
married,yes,no,882,unknown,no
married,yes,no,526,other,yes
married,yes,yes,43,unknown,no
single,yes,no,594,unknown,yes
married,yes,no,45,failure,no
married,no,no,95,unknown,no
single,yes,no,175,failure,no
married,yes,no,208,failure,no
married,yes,no,87,unknown,no
married,yes,no,218,unknown,no
married,yes,no,342,other,no
married,yes,no,254,unknown,no
married,yes,no,64,unknown,no
divorced,yes,no,85,unknown,no
single,no,no,73,failure,no
married,yes,no,145,failure,no
single,yes,no,222,unknown,no
married,yes,yes,171,failure,no
married,yes,no,234,unknown,no
married,yes,no,372,unknown,no
married,no,no,108,unknown,no
single,yes,no,138,failure,no
married,yes,no,153,unknown,no
married,yes,no,217,unknown,no
married,yes,no,247,unknown,no
married,yes,no,126,other,no
married,yes,no,404,failure,yes
married,yes,no,362,failure,no
married,yes,no,76,failure,no
married,yes,yes,316,other,no
married,yes,no,57,unknown,no
married,yes,no,251,unknown,no
married,yes,no,370,unknown,no
married,yes,no,324,unknown,no
married,yes,yes,215,unknown,no
married,yes,no,191,failure,no
married,yes,no,206,unknown,no
married,yes,no,367,failure,yes
married,yes,no,141,unknown,no
single,yes,no,200,unknown,no
married,yes,no,279,unknown,no
married,no,no,214,unknown,no
married,yes,no,122,failure,no
married,yes,no,649,unknown,no
married,yes,no,14,unknown,no
divorced,yes,no,397,unknown,no
married,yes,no,72,unknown,no
married,yes,no,433,unknown,no
single,yes,no,77,other,no
married,yes,no,407,unknown,no
married,yes,no,278,unknown,no
single,yes,no,216,unknown,no
married,yes,no,123,unknown,no
married,yes,no,55,failure,no
single,yes,no,70,failure,no
single,yes,yes,419,unknown,no
single,yes,yes,113,failure,no
married,yes,no,157,unknown,no
divorced,no,no,40,unknown,no
married,yes,no,100,unknown,no
married,yes,no,1554,failure,no
single,yes,no,637,unknown,no
married,yes,no,317,unknown,no
married,yes,no,294,unknown,no
married,yes,no,264,unknown,no
married,yes,no,70,failure,no
married,yes,no,492,other,no
married,yes,no,401,success,no
single,yes,no,238,failure,no
married,no,no,130,unknown,yes
single,yes,no,36,unknown,no
married,yes,no,611,failure,no
married,yes,no,359,unknown,no
divorced,no,no,280,failure,no
single,yes,no,266,unknown,no
married,yes,no,107,unknown,no
married,yes,yes,654,unknown,no
married,yes,no,834,unknown,no
married,yes,no,156,other,no
married,yes,no,79,unknown,no
married,no,no,41,unknown,no
married,yes,no,211,unknown,no
single,yes,yes,301,unknown,no
married,yes,no,54,unknown,no
single,yes,no,1080,unknown,yes
married,yes,no,203,failure,no
divorced,yes,no,19,unknown,no
married,yes,no,401,failure,no
divorced,yes,no,182,unknown,no
single,yes,no,237,failure,no
divorced,yes,no,198,failure,no
divorced,yes,yes,715,failure,yes
married,yes,no,202,failure,no
married,yes,no,426,failure,no
married,yes,no,728,unknown,no
married,no,no,346,unknown,no
single,yes,no,175,unknown,no
married,yes,no,115,failure,no
single,yes,no,196,unknown,no
divorced,yes,no,463,failure,no
married,yes,no,256,unknown,no
single,yes,yes,432,failure,no
single,yes,no,775,unknown,no
married,yes,no,61,failure,no
married,yes,no,140,unknown,no
married,yes,no,472,failure,no
single,yes,yes,100,unknown,no
married,yes,no,231,unknown,no
single,yes,no,446,unknown,no
married,yes,yes,727,unknown,no
married,yes,no,42,unknown,no
married,yes,no,130,failure,no
single,yes,no,160,unknown,no
married,yes,no,266,unknown,no
married,yes,no,865,unknown,no
single,yes,no,222,unknown,no
married,yes,no,402,unknown,no
single,yes,no,297,unknown,no
single,yes,no,207,unknown,no
married,yes,no,196,failure,no
single,yes,no,135,failure,no
married,yes,no,22,failure,no
single,yes,no,422,unknown,no
married,yes,no,127,failure,no
single,yes,yes,550,other,no
married,yes,no,1034,unknown,no
single,yes,no,608,unknown,no
married,yes,no,326,failure,no
married,yes,no,40,unknown,no
married,no,yes,333,unknown,no
married,yes,no,91,unknown,no
married,yes,no,326,unknown,no
married,yes,no,712,failure,yes
married,yes,no,476,unknown,yes
married,yes,no,99,failure,no
married,no,no,108,unknown,yes
single,yes,no,158,other,no
married,yes,no,240,unknown,no
single,yes,no,219,unknown,no
married,yes,no,365,unknown,no
divorced,yes,no,329,failure,no
married,yes,no,188,unknown,no
married,yes,yes,96,failure,no
married,yes,no,368,failure,no
single,no,no,149,unknown,yes
married,yes,no,145,unknown,no
single,yes,no,91,failure,no
single,yes,no,400,unknown,no
married,yes,no,384,unknown,no
married,yes,no,65,failure,no
married,yes,no,182,failure,no
married,yes,yes,114,unknown,no
single,yes,no,194,unknown,no
divorced,yes,no,208,failure,no
single,no,no,188,unknown,yes
single,yes,no,350,unknown,no
married,yes,no,185,failure,no
married,no,yes,93,unknown,no
single,yes,no,358,unknown,no
married,yes,no,772,unknown,yes
single,yes,no,69,unknown,no
married,yes,yes,165,unknown,no
married,yes,no,576,failure,no
married,yes,yes,440,unknown,no
married,yes,no,345,unknown,no
divorced,yes,no,395,unknown,no
single,yes,no,815,unknown,no
married,yes,yes,147,failure,no
single,yes,no,224,failure,no
married,no,no,150,failure,no
married,yes,no,609,failure,no
married,yes,no,74,unknown,no
married,no,no,771,unknown,no
single,yes,no,460,failure,no
married,yes,no,300,failure,no
single,yes,no,73,unknown,no
divorced,yes,no,239,failure,no
married,yes,no,129,other,no
divorced,yes,no,473,failure,no
single,yes,no,139,unknown,no
single,yes,no,128,unknown,no
married,yes,yes,405,other,no
married,yes,no,52,unknown,no
divorced,yes,yes,264,unknown,no
divorced,yes,no,153,unknown,no
single,yes,no,370,unknown,no
married,yes,no,642,failure,no
divorced,yes,no,232,unknown,no
married,yes,no,145,unknown,no
single,no,no,170,unknown,yes
married,yes,no,333,other,no
divorced,yes,no,398,unknown,no
divorced,yes,no,413,unknown,no
single,yes,yes,185,failure,no
married,yes,no,474,unknown,no
single,yes,no,163,unknown,no
married,yes,no,818,failure,no
married,yes,yes,599,other,no
married,yes,no,246,unknown,no
single,yes,no,322,unknown,no
single,no,no,95,unknown,no
married,yes,yes,232,unknown,no
single,yes,yes,181,unknown,no
married,yes,no,115,other,no
single,yes,no,598,failure,no
single,yes,no,186,unknown,no
married,yes,no,121,failure,no
married,yes,no,323,failure,no
married,yes,no,273,failure,no
married,yes,no,160,unknown,no
single,yes,no,134,unknown,no
divorced,yes,no,541,other,no
married,yes,no,266,unknown,no
married,yes,no,378,unknown,yes
married,yes,no,220,unknown,no
married,yes,no,252,unknown,no
divorced,yes,no,221,unknown,no
divorced,yes,no,344,other,no
married,yes,no,357,other,no
married,no,no,378,unknown,yes
married,yes,no,246,unknown,no
married,yes,no,1130,unknown,no
married,yes,no,20,failure,no
married,yes,yes,162,failure,no
married,yes,yes,276,failure,no
single,yes,no,88,unknown,no
married,yes,no,949,other,yes
single,yes,yes,129,other,no
married,yes,no,185,other,no
married,no,no,278,unknown,no
single,yes,no,273,failure,no
married,yes,yes,200,unknown,no
divorced,yes,no,171,other,no
married,yes,yes,1426,failure,no
married,yes,no,795,failure,no
married,yes,yes,340,unknown,no
married,yes,no,218,other,no
married,yes,no,295,unknown,no
divorced,yes,yes,647,unknown,no
single,yes,no,57,unknown,no
married,yes,no,170,failure,no
married,yes,no,666,failure,no
married,yes,no,244,unknown,no
married,yes,no,778,unknown,no
married,yes,no,146,success,no
married,yes,yes,318,other,no
single,yes,no,278,other,no
married,yes,no,426,failure,no
married,yes,yes,229,unknown,no
married,yes,no,74,failure,no
single,yes,yes,1184,unknown,no
married,yes,no,464,unknown,no
married,yes,no,334,failure,no
single,yes,no,2053,other,no
married,yes,no,69,unknown,no
married,yes,no,99,unknown,no
married,yes,no,277,unknown,no
single,yes,yes,282,other,no
married,yes,yes,1064,failure,no
married,yes,no,163,failure,no
married,yes,no,501,other,no
married,yes,no,245,unknown,no
married,yes,no,738,unknown,no
married,yes,no,99,failure,no
married,yes,no,87,failure,no
married,yes,no,110,other,no
married,no,no,140,unknown,no
single,yes,no,204,unknown,no
married,no,no,335,unknown,no
divorced,yes,no,446,unknown,no
married,yes,no,179,other,no
married,yes,no,151,failure,no
married,yes,no,174,unknown,no
married,yes,no,97,other,no
single,yes,no,758,unknown,no
single,yes,yes,469,other,no
married,yes,no,48,failure,no
married,no,no,224,unknown,no
married,yes,no,48,unknown,no
single,yes,no,54,unknown,no
single,yes,no,183,failure,no
married,no,no,342,unknown,no
married,yes,yes,150,failure,no
married,yes,yes,73,unknown,no
married,no,no,394,unknown,yes
married,yes,no,819,unknown,no
married,yes,no,694,success,no
married,yes,no,636,unknown,yes
single,yes,no,22,failure,no
married,yes,no,14,unknown,no
married,yes,no,317,other,no
married,yes,no,320,success,yes
married,no,no,100,unknown,no
single,yes,no,238,unknown,no
married,yes,yes,202,failure,no
single,yes,no,50,failure,no
married,yes,no,321,unknown,no
married,yes,no,202,unknown,no
married,yes,no,177,unknown,no
single,no,no,211,failure,no
single,yes,no,108,failure,no
divorced,yes,no,225,failure,no
single,yes,no,952,failure,no
married,yes,no,119,unknown,no
married,yes,no,829,failure,no
married,yes,no,131,unknown,no
divorced,yes,yes,403,unknown,no
single,yes,no,171,unknown,no
married,yes,no,239,unknown,no
married,yes,no,193,unknown,no
married,yes,yes,547,unknown,yes
single,yes,yes,544,failure,no
married,no,no,314,unknown,yes
single,no,no,284,unknown,no
married,yes,no,326,success,no
married,yes,no,1038,unknown,no
divorced,yes,no,625,unknown,no
single,yes,no,191,failure,no
married,yes,no,1013,unknown,no
married,no,no,119,unknown,no
married,yes,no,392,unknown,no
married,yes,no,1364,other,no
married,yes,no,427,failure,no
single,yes,no,180,failure,no
married,yes,no,324,unknown,no
married,yes,no,200,unknown,no
single,yes,no,660,unknown,no
married,yes,no,114,unknown,no
single,yes,no,291,failure,no
single,yes,no,72,failure,no
single,yes,no,184,unknown,no
single,yes,no,479,unknown,no
married,yes,yes,12,unknown,no
married,yes,no,114,unknown,no
